ad_id,reporting_date,campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion
708746,17/08/2017,916,30-34,M,15,17,17,7350.0,1,1.429999948,2.0,1.0
708749,17/08/2017,916,30-34,M,16,19,21,17861.0,2,1.820000023,2.0,0.0
708815,30/08/2017,916,30-34,M,28,32,32,4259.0,1,1.25,1.0,0.0
708818,17/08/2017,916,30-34,M,28,33,32,4133.0,1,1.289999962,1.0,1.0
708889,17/08/2017,916,30-34,M,15,16,17,15615.0,3,4.769999981,1.0,0.0
708895,17/08/2017,916,30-34,M,16,20,18,10951.0,1,1.269999981,1.0,1.0
708953,17/08/2017,916,30-34,M,27,31,31,2355.0,1,1.5,1.0,0.0
708958,30/08/2017,916,30-34,M,28,32,31,9502.0,3,3.159999967,1.0,0.0
709059,30/08/2017,916,30-34,M,20,26,23,14669.0,7,10.28000021,1.0,1.0
709115,30/08/2017,916,30-34,M,30,34,31,2305.0,1,0.569999993,1.0,0.0
709179,30/08/2017,916,35-39,M,15,16,17,4627.0,1,1.690000057,1.0,0.0
709183,30/08/2017,916,35-39,M,16,20,22,21026.0,4,4.630000114,2.0,1.0
709323,17/08/2017,916,35-39,M,15,17,19,7132.0,2,2.609999895,1.0,0.0
709326,18/08/2017,916,35-39,M,16,22,22,12190.0,2,3.049999952,1.0,0.0
709327,18/08/2017,916,35-39,M,16,22,20,12193.0,2,3.059999943,1.0,1.0
709544,18/08/2017,916,35-39,M,29,33,32,7440.0,2,2.980000019,1.0,1.0
709614,19/08/2017,916,40-44,M,16,19,20,19113.0,4,5.5200001,1.0,0.0
709756,19/08/2017,916,40-44,M,16,21,21,10976.0,2,1.690000057,1.0,1.0
709901,18/08/2017,916,40-44,M,16,18,20,23817.0,7,8.470000148,1.0,1.0
710045,17/08/2017,916,45-49,M,16,22,17,47224.0,12,15.82000017,1.0,0.0
710088,17/08/2017,916,45-49,M,24,26,27,2283.0,1,1.470000029,1.0,0.0
710360,17/08/2017,916,45-49,M,21,26,24,2182.0,1,1.529999971,1.0,1.0
710480,17/08/2017,916,30-34,F,16,21,20,57665.0,14,18.06999969,1.0,1.0
710571,18/08/2017,916,30-34,F,32,37,38,3091.0,1,1.610000014,1.0,1.0
710617,18/08/2017,916,30-34,F,15,19,16,5014.0,1,1.190000057,1.0,0.0
710623,18/08/2017,916,30-34,F,16,19,20,38726.0,7,9.220000267,1.0,0.0
710763,29/08/2017,916,30-34,F,15,19,17,5369.0,1,1.50999999,1.0,0.0
710836,27/08/2017,916,30-34,F,29,33,31,22221.0,7,9.430000067,1.0,1.0
710880,26/08/2017,916,30-34,F,65,70,68,13019.0,5,6.960000038,1.0,0.0
710961,27/08/2017,916,35-39,F,25,29,26,2508.0,1,1.220000029,1.0,0.0
710968,27/08/2017,916,35-39,F,27,31,29,5864.0,2,2.799999952,1.0,1.0
711217,27/08/2017,916,35-39,F,20,26,23,2783.0,1,1.600000024,1.0,0.0
711623,27/08/2017,916,40-44,F,15,18,20,3812.0,1,1.129999995,2.0,1.0
711764,27/08/2017,916,45-49,F,10,16,11,11199.0,4,5.730000019,1.0,1.0
711877,26/08/2017,916,45-49,F,63,67,65,17572.0,7,9.379999995,1.0,0.0
734210,25/08/2017,936,30-34,M,10,16,13,13329.0,4,5.629999995,1.0,1.0
734215,26/08/2017,936,30-34,M,15,19,17,13659.0,3,3.840000033,1.0,0.0
734290,26/08/2017,936,30-34,M,29,32,35,5374.0,1,1.039999962,4.0,0.0
734352,27/08/2017,936,35-39,M,10,11,16,4423.0,1,1.460000038,1.0,1.0
734361,29/08/2017,936,35-39,M,16,19,19,12382.0,2,2.839999914,1.0,1.0
734381,29/08/2017,936,35-39,M,20,25,24,2938.0,1,1.350000024,1.0,1.0
734421,29/08/2017,936,35-39,M,27,29,32,10332.0,4,5.75,1.0,0.0
734427,29/08/2017,936,35-39,M,28,29,31,8259.0,3,3.980000019,1.0,0.0
734433,29/08/2017,936,35-39,M,29,35,31,12158.0,3,4.449999928,1.0,0.0
734582,29/08/2017,936,40-44,M,29,33,33,7709.0,2,1.320000052,2.0,0.0
734726,28/08/2017,936,45-49,M,29,30,35,10466.0,3,4.090000033,1.0,0.0
734785,28/08/2017,936,30-34,F,10,13,13,5576.0,1,1.529999971,1.0,1.0
734796,28/08/2017,936,30-34,F,16,22,17,39337.0,7,10.03000009,1.0,1.0
734852,28/08/2017,936,30-34,F,26,30,29,13479.0,3,4.25,1.0,0.0
734854,19/08/2017,936,30-34,F,27,33,32,57022.0,13,20.29000032,3.0,3.0
734856,19/08/2017,936,30-34,F,27,28,32,5453.0,1,1.389999986,1.0,1.0
734866,20/08/2017,936,30-34,F,29,32,31,11803.0,3,4.440000057,1.0,0.0
734881,20/08/2017,936,30-34,F,31,32,34,4259.0,1,1.570000052,1.0,1.0
734903,20/08/2017,936,30-34,F,64,69,67,5323.0,1,1.289999962,1.0,1.0
734925,20/08/2017,936,35-39,F,10,11,12,5024.0,1,1.409999967,1.0,1.0
734939,20/08/2017,936,35-39,F,16,19,22,104648.0,24,33.33000004,4.0,2.0
734968,20/08/2017,936,35-39,F,22,25,27,8504.0,3,3.340000093,1.0,1.0
734999,20/08/2017,936,35-39,F,27,32,32,20277.0,6,8.050000072,1.0,0.0
735014,19/08/2017,936,35-39,F,29,34,30,12403.0,4,5.210000038,1.0,1.0
735140,19/08/2017,936,40-44,F,26,27,31,6907.0,2,2.349999964,1.0,0.0
735143,19/08/2017,936,40-44,F,27,28,30,39035.0,13,19.32999957,1.0,0.0
735184,19/08/2017,936,40-44,F,63,66,67,4412.0,1,1.450000048,1.0,0.0
735189,21/08/2017,936,40-44,F,64,65,66,9965.0,3,4.050000072,1.0,0.0
735213,21/08/2017,936,45-49,F,10,16,11,73634.0,23,32.97999978,1.0,0.0
735220,18/08/2017,936,45-49,F,15,17,17,69708.0,20,31.28999949,1.0,0.0
735247,18/08/2017,936,45-49,F,20,24,25,14257.0,6,8.789999962,1.0,0.0
735289,18/08/2017,936,45-49,F,27,30,30,20362.0,5,9.119999886,1.0,1.0
735290,18/08/2017,936,45-49,F,27,29,33,12215.0,4,6.26000011,1.0,0.0
735298,18/08/2017,936,45-49,F,29,31,32,85412.0,28,38.63999999,2.0,1.0
736869,18/08/2017,936,30-34,M,2,6,8,2338.0,1,0.239999995,1.0,0.0
736988,21/08/2017,936,30-34,M,28,29,29,3891.0,1,1.090000033,1.0,0.0
737130,21/08/2017,936,35-39,M,16,19,18,11199.0,2,2.680000067,1.0,0.0
737320,18/08/2017,936,35-39,M,63,64,66,5676.0,2,3.00999999,1.0,0.0
737524,21/08/2017,936,40-44,M,30,34,33,2148.0,1,1.580000043,1.0,1.0
737644,21/08/2017,936,45-49,M,16,22,17,45401.0,10,14.06000042,1.0,0.0
737657,18/08/2017,936,45-49,M,18,23,20,7478.0,2,2.900000095,1.0,1.0
737658,18/08/2017,936,45-49,M,18,19,24,4919.0,1,1.590000033,1.0,0.0
737896,20/08/2017,936,30-34,F,16,21,22,17553.0,3,4.590000153,1.0,0.0
737931,20/08/2017,936,30-34,F,20,26,24,3343.0,1,0.540000021,1.0,0.0
738006,20/08/2017,936,30-34,F,27,29,32,34740.0,7,13.41000009,1.0,1.0
738307,20/08/2017,936,35-39,F,31,36,36,3010.0,1,0.860000014,1.0,1.0
738389,19/08/2017,936,40-44,F,10,16,12,27081.0,9,10.77000046,1.0,1.0
738408,19/08/2017,936,40-44,F,16,22,22,20233.0,4,5.590000153,3.0,0.0
738413,19/08/2017,936,40-44,F,16,17,19,147159.0,36,58.16000044,3.0,1.0
738423,19/08/2017,936,40-44,F,18,20,24,21664.0,7,10.61999977,1.0,1.0
738436,19/08/2017,936,40-44,F,19,21,20,9112.0,4,5.460000038,1.0,1.0
738582,19/08/2017,936,45-49,F,10,16,12,46150.0,15,20.17999983,1.0,1.0
738592,20/08/2017,936,45-49,F,16,22,20,493821.0,116,176.3799977,4.0,1.0
738593,20/08/2017,936,45-49,F,16,17,21,92011.0,27,34.39000046,2.0,1.0
738598,21/08/2017,936,45-49,F,18,23,24,12956.0,4,5.49000001,1.0,1.0
738637,21/08/2017,936,45-49,F,24,26,30,944.0,1,1.419999957,1.0,0.0
738648,18/08/2017,936,45-49,F,26,30,27,111090.0,38,51.97000027,5.0,1.0
747212,18/08/2017,936,30-34,M,10,16,14,7208.0,2,3.190000057,1.0,0.0
747222,18/08/2017,936,30-34,M,16,22,20,12489.0,2,1.960000038,1.0,0.0
747223,18/08/2017,936,30-34,M,16,18,18,8032.0,1,0.600000024,2.0,0.0
747362,21/08/2017,936,35-39,M,15,16,18,4607.0,1,1.149999976,1.0,1.0
747369,21/08/2017,936,35-39,M,16,17,21,13355.0,2,3.180000067,1.0,1.0
747401,21/08/2017,936,35-39,M,22,25,25,2793.0,1,0.980000019,1.0,1.0
747489,21/08/2017,936,40-44,M,2,7,6,4016.0,2,1.480000049,1.0,1.0
747514,21/08/2017,936,40-44,M,16,20,17,14843.0,3,2.939999938,1.0,1.0
747645,21/08/2017,936,45-49,M,10,14,13,9674.0,3,4.600000024,1.0,1.0
747659,25/08/2017,936,45-49,M,16,21,17,12186.0,2,2.669999957,1.0,0.0
747791,25/08/2017,936,30-34,F,10,14,13,31393.0,8,10.96000051,1.0,1.0
747795,25/08/2017,936,30-34,F,15,21,18,8410.0,2,2.359999895,1.0,1.0
747798,25/08/2017,936,30-34,F,16,21,20,25884.0,5,7.350000143,1.0,0.0
747828,25/08/2017,936,30-34,F,22,24,24,28488.0,10,9.340000033,1.0,0.0
747852,24/08/2017,936,30-34,F,26,32,32,10126.0,3,4.619999886,1.0,0.0
747859,24/08/2017,936,30-34,F,27,32,33,22572.0,5,8.5,1.0,0.0
747991,24/08/2017,936,35-39,F,25,31,27,4868.0,2,2.420000076,1.0,0.0
748000,24/08/2017,936,35-39,F,26,27,32,6585.0,2,2.950000048,1.0,0.0
748007,24/08/2017,936,35-39,F,27,29,28,10164.0,2,3.720000029,1.0,1.0
748014,24/08/2017,936,35-39,F,29,31,35,11182.0,4,4.449999809,1.0,0.0
748086,25/08/2017,936,40-44,F,16,19,18,34127.0,8,13.07000017,1.0,0.0
748087,26/08/2017,936,40-44,F,16,22,19,29466.0,7,10.84999967,2.0,0.0
748089,26/08/2017,936,40-44,F,16,18,21,38759.0,9,10.84999967,1.0,0.0
748091,26/08/2017,936,40-44,F,16,17,19,41720.0,10,12.06000006,1.0,1.0
748225,26/08/2017,936,45-49,F,15,16,17,18602.0,5,8.860000134,1.0,0.0
748230,26/08/2017,936,45-49,F,16,17,20,83929.0,21,27.72999954,4.0,1.0
748231,27/08/2017,936,45-49,F,16,18,21,25194.0,6,7.349999905,1.0,0.0
748233,27/08/2017,936,45-49,F,16,22,18,78627.0,19,26.53000045,1.0,0.0
748235,26/08/2017,936,45-49,F,16,18,19,102695.0,25,39.42999983,3.0,0.0
748294,26/08/2017,936,45-49,F,27,32,31,82827.0,24,47.93000031,3.0,0.0
748295,26/08/2017,936,45-49,F,27,31,32,9240.0,3,6.039999962,1.0,0.0
748303,25/08/2017,936,45-49,F,29,32,33,7706.0,2,2.369999886,1.0,0.0
748314,25/08/2017,936,45-49,F,31,34,32,7821.0,4,6.340000153,1.0,1.0
776322,25/08/2017,936,45-49,F,16,21,20,119063.0,34,53.21999949,1.0,0.0
776323,26/08/2017,936,45-49,F,16,17,18,99078.0,23,35.79999948,2.0,0.0
776325,26/08/2017,936,45-49,F,16,19,20,452398.0,114,180.2200012,1.0,0.0
776334,26/08/2017,936,45-49,F,10,12,16,191223.0,48,76.41000056,1.0,0.0
776336,26/08/2017,936,45-49,F,10,15,14,22216.0,6,9.549999952,1.0,0.0
776338,23/08/2017,936,45-49,F,10,12,11,48291.0,11,18.01999998,1.0,0.0
776353,23/08/2017,936,40-44,F,63,66,67,27559.0,8,13.37,1.0,0.0
776373,21/08/2017,936,45-49,F,25,27,27,10194.0,4,4.590000033,2.0,1.0
776405,21/08/2017,936,45-49,F,21,25,22,40126.0,16,25.86000001,1.0,0.0
776416,21/08/2017,936,45-49,F,19,22,20,3659.0,1,0.49000001,1.0,1.0
776464,22/08/2017,936,45-49,F,29,30,31,7550.0,1,1.679999948,1.0,1.0
776469,22/08/2017,936,45-49,F,28,33,29,45397.0,15,25.41999936,1.0,1.0
776473,22/08/2017,936,30-34,M,16,22,22,23086.0,2,3.310000062,1.0,1.0
776475,21/08/2017,936,30-34,M,16,21,20,16425.0,1,1.549999952,1.0,0.0
776476,21/08/2017,936,30-34,M,16,17,18,43756.0,5,5.439999938,0.0,0.0
776489,21/08/2017,936,45-49,F,26,31,28,175389.0,55,81.60999787,1.0,0.0
776515,21/08/2017,936,45-49,F,65,68,68,12706.0,3,4.98999989,1.0,1.0
776519,21/08/2017,936,45-49,F,65,71,67,70702.0,20,31.7099998,1.0,0.0
776533,21/08/2017,936,45-49,F,63,64,68,63927.0,16,25.52000046,2.0,0.0
776534,21/08/2017,936,45-49,F,63,69,67,15105.0,3,4.25999999,1.0,0.0
776538,21/08/2017,936,30-34,F,15,16,19,8774.0,1,1.830000043,1.0,0.0
776551,21/08/2017,936,30-34,F,16,18,22,14459.0,1,1.389999986,1.0,0.0
776552,22/08/2017,936,30-34,F,16,17,18,21596.0,2,2.809999943,1.0,0.0
776553,22/08/2017,936,30-34,F,16,21,17,66765.0,8,11.04999971,1.0,0.0
776579,23/08/2017,936,30-34,F,10,13,14,26910.0,5,7.229999781,1.0,0.0
776615,23/08/2017,936,45-49,M,63,66,68,11988.0,3,4.269999862,1.0,0.0
776623,23/08/2017,936,45-49,M,64,69,65,19353.0,6,9.4799999,1.0,1.0
776631,23/08/2017,936,40-44,M,29,35,33,10960.0,2,2.890000105,1.0,0.0
776643,23/08/2017,936,30-34,M,15,18,18,33491.0,6,10.56999969,2.0,1.0
776644,23/08/2017,936,30-34,M,15,21,20,20083.0,2,3.200000048,2.0,1.0
776661,23/08/2017,936,30-34,M,16,18,22,15466.0,1,0.970000029,1.0,0.0
776662,22/08/2017,936,30-34,M,16,18,22,27072.0,3,4.370000005,1.0,0.0
776663,22/08/2017,936,30-34,M,16,19,22,15753.0,1,0.569999993,1.0,1.0
776668,22/08/2017,936,40-44,M,19,21,24,3523.0,1,1.809999943,1.0,1.0
776686,22/08/2017,936,40-44,M,16,17,21,18709.0,2,3.319999933,1.0,0.0
776696,22/08/2017,936,30-34,M,10,11,12,7966.0,1,1.179999948,1.0,1.0
776698,22/08/2017,936,30-34,M,10,14,16,12785.0,3,4.730000019,2.0,1.0
776699,27/08/2017,936,30-34,M,10,16,16,8213.0,1,1.379999995,1.0,1.0
776725,22/08/2017,936,40-44,M,23,26,27,2479.0,1,1.25999999,1.0,0.0
776780,22/08/2017,936,40-44,M,2,4,3,3812.0,2,3.049999952,1.0,0.0
776799,22/08/2017,936,45-49,M,20,22,26,10257.0,3,3.579999924,1.0,1.0
776817,22/08/2017,936,40-44,M,10,14,16,12356.0,4,6.279999971,1.0,0.0
776825,23/08/2017,936,45-49,M,18,23,20,7410.0,1,1.210000038,1.0,0.0
776829,23/08/2017,936,45-49,M,16,20,19,140098.0,28,46.63000011,1.0,0.0
776831,22/08/2017,936,45-49,M,16,18,20,107021.0,20,34.44000012,1.0,0.0
776840,22/08/2017,936,35-39,M,36,38,40,2797.0,1,1.289999962,1.0,0.0
776861,22/08/2017,936,45-49,M,7,9,12,16461.0,6,9.21999979,1.0,0.0
776892,30/08/2017,936,40-44,M,63,66,69,17488.0,5,7.719999909,1.0,0.0
776928,30/08/2017,936,35-39,M,10,11,15,9750.0,2,1.5,1.0,1.0
777105,30/08/2017,936,45-49,M,63,67,67,4333.0,1,0.180000007,1.0,1.0
777187,30/08/2017,936,40-44,M,27,31,28,11292.0,3,5.389999866,1.0,1.0
777198,30/08/2017,936,30-34,M,64,70,69,12729.0,4,5.779999852,1.0,0.0
777235,24/08/2017,936,30-34,M,65,66,67,2883.0,1,0.99000001,1.0,1.0
777248,24/08/2017,936,30-34,F,7,9,10,3989.0,1,1.279999971,1.0,0.0
777261,24/08/2017,936,40-44,M,29,31,34,19603.0,4,5.279999971,1.0,1.0
777382,25/08/2017,936,40-44,M,24,26,27,3047.0,1,1.379999995,1.0,0.0
777398,25/08/2017,936,35-39,M,24,27,30,3029.0,1,1.049999952,1.0,1.0
777410,25/08/2017,936,45-49,M,26,29,28,3490.0,1,1.340000033,1.0,1.0
777495,25/08/2017,936,40-44,M,19,25,25,19581.0,7,10.42999983,2.0,0.0
777519,24/08/2017,936,45-49,M,29,34,32,19537.0,5,6.099999905,1.0,0.0
777625,24/08/2017,936,45-49,M,16,17,19,59433.0,12,19.65999949,3.0,0.0
777627,23/08/2017,936,45-49,M,16,17,19,157534.0,33,56.19000077,2.0,0.0
777670,23/08/2017,936,40-44,M,16,19,19,23769.0,4,6.029999852,1.0,0.0
777742,23/08/2017,936,35-39,M,64,69,68,4726.0,1,1.830000043,1.0,1.0
777758,24/08/2017,936,30-34,M,19,20,20,5209.0,1,0.959999979,2.0,0.0
777794,24/08/2017,936,30-34,M,18,23,24,13473.0,3,2.619999945,3.0,0.0
777871,23/08/2017,936,30-34,M,20,26,23,4616.0,1,1.360000014,1.0,0.0
778037,28/08/2017,936,35-39,M,27,29,28,14615.0,4,6.050000191,1.0,0.0
778048,28/08/2017,936,30-34,M,27,28,29,56615.0,12,19.88000035,2.0,0.0
778085,28/08/2017,936,30-34,M,26,32,31,11735.0,3,4.529999971,1.0,1.0
778087,28/08/2017,936,30-34,M,26,30,32,15910.0,5,6.779999852,1.0,0.0
778112,28/08/2017,936,35-39,M,29,33,35,11446.0,2,3.090000033,1.0,1.0
778156,28/08/2017,936,30-34,M,28,32,31,9388.0,2,3.140000105,1.0,0.0
778161,27/08/2017,936,30-34,M,28,31,33,17954.0,6,7.5400002,2.0,1.0
778264,27/08/2017,936,40-44,F,27,31,30,8152.0,1,0.99000001,1.0,0.0
778266,27/08/2017,936,40-44,F,27,32,28,74542.0,19,34.1500001,1.0,0.0
778421,27/08/2017,936,40-44,F,20,21,23,6699.0,2,3.090000033,1.0,0.0
778422,27/08/2017,936,40-44,F,20,25,24,11911.0,4,3.959999919,1.0,0.0
778461,27/08/2017,936,40-44,M,29,35,33,10090.0,2,2.650000095,1.0,1.0
778483,27/08/2017,936,40-44,F,18,24,20,24188.0,5,8.179999828,1.0,0.0
778556,28/08/2017,936,40-44,M,32,35,38,9735.0,4,4.130000114,1.0,1.0
778600,29/08/2017,936,40-44,F,22,23,25,10750.0,4,5.389999866,1.0,0.0
778626,29/08/2017,936,30-34,M,29,33,35,7629.0,1,0.720000029,1.0,1.0
778689,30/08/2017,936,30-34,M,28,32,32,7453.0,1,1.679999948,1.0,1.0
778722,30/08/2017,936,35-39,F,64,70,67,41785.0,14,19.10000038,1.0,0.0
778737,30/08/2017,936,35-39,M,27,32,30,8077.0,2,3.579999924,1.0,1.0
778756,30/08/2017,936,35-39,F,63,65,65,5602.0,1,1.580000043,1.0,0.0
778804,30/08/2017,936,30-34,M,26,29,29,6184.0,2,2.75,1.0,1.0
778964,29/08/2017,936,35-39,F,27,33,28,112460.0,25,41.29000068,1.0,0.0
779106,28/08/2017,936,35-39,F,30,35,36,14670.0,7,9.410000324,1.0,0.0
779438,28/08/2017,936,30-34,F,64,66,69,33144.0,9,13.40999985,1.0,0.0
779453,29/08/2017,936,45-49,M,64,68,70,4397.0,1,0.949999988,1.0,0.0
779573,29/08/2017,936,35-39,F,10,13,16,89527.0,24,32.28999996,1.0,0.0
779609,29/08/2017,936,35-39,F,15,20,18,7116.0,2,1.730000019,1.0,1.0
779622,29/08/2017,936,30-34,F,15,18,17,8613.0,1,0.889999986,2.0,0.0
779631,19/08/2017,936,35-39,F,16,19,18,9730.0,1,1.379999995,1.0,0.0
779644,19/08/2017,936,30-34,F,16,20,20,51816.0,8,10.2299999,2.0,1.0
779645,22/08/2017,936,30-34,F,16,21,20,27289.0,3,4.429999828,1.0,0.0
779715,22/08/2017,936,30-34,F,29,32,33,20409.0,4,3.829999924,1.0,0.0
779716,22/08/2017,936,30-34,F,29,32,34,8044.0,1,1.110000014,1.0,0.0
779738,22/08/2017,936,30-34,F,28,32,33,15645.0,4,5.349999905,1.0,0.0
779789,22/08/2017,936,45-49,M,10,14,13,11611.0,3,3.950000048,1.0,1.0
779824,22/08/2017,936,45-49,M,7,13,9,9375.0,3,4.019999981,1.0,0.0
779871,22/08/2017,936,30-34,F,32,37,34,4402.0,1,1.330000043,1.0,1.0
779918,22/08/2017,936,30-34,F,18,23,24,8469.0,2,3.089999914,1.0,0.0
779922,22/08/2017,936,30-34,F,18,22,24,5823.0,1,1.419999957,1.0,1.0
779979,21/08/2017,936,35-39,M,16,17,21,25817.0,4,6.019999981,1.0,0.0
780104,21/08/2017,936,30-34,F,25,27,26,4971.0,1,1.230000019,1.0,1.0
780318,22/08/2017,936,45-49,F,29,32,31,162341.0,56,77.07999969,3.0,0.0
780323,21/08/2017,936,45-49,F,29,35,34,24542.0,7,9.329999924,1.0,0.0
780498,22/08/2017,936,30-34,F,64,65,68,13621.0,3,4.090000033,1.0,0.0
780511,23/08/2017,936,30-34,F,63,65,66,6175.0,1,1.370000005,2.0,1.0
780653,24/08/2017,936,30-34,F,29,33,35,9076.0,1,1.379999995,1.0,1.0
780655,24/08/2017,936,30-34,F,29,33,34,20941.0,4,5.909999967,1.0,1.0
780760,24/08/2017,936,45-49,F,18,23,22,17167.0,5,6.910000086,1.0,0.0
780797,24/08/2017,936,30-34,F,22,25,25,24491.0,7,9.539999962,1.0,0.0
780799,23/08/2017,936,30-34,F,22,24,26,44699.0,13,17.30000037,2.0,0.0
